Timestamp,Alert_Type,Alert_Level,EAR,MAR,Head_Deviation,Latency_MS
2026-05-30 19:18:07.071,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.1
2026-05-30 19:18:07.107,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,15.2
2026-05-30 19:18:07.139,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,10.1
2026-05-30 19:18:07.178,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,15.4
2026-05-30 19:18:07.209,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,10.2
2026-05-30 19:18:07.243,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.4
2026-05-30 19:18:07.278,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.3
2026-05-30 19:18:07.314,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.6
2026-05-30 19:18:07.350,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.3
2026-05-30 19:18:07.383,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.2
2026-05-30 19:18:07.416,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.9
2026-05-30 19:18:07.449,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.0
2026-05-30 19:18:07.495,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.9
2026-05-30 19:18:07.526,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,9.2
2026-05-30 19:18:07.559,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.1
2026-05-30 19:18:07.593,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.6
2026-05-30 19:18:07.623,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,10.6
2026-05-30 19:18:07.658,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.5
2026-05-30 19:18:07.694,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.6
2026-05-30 19:18:07.764,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,24.3
2026-05-30 19:18:07.801,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.5
2026-05-30 19:18:07.831,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.4
2026-05-30 19:18:07.867,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.8
2026-05-30 19:18:07.900,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.5
2026-05-30 19:18:07.931,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.9
2026-05-30 19:18:07.966,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.0
2026-05-30 19:18:08.000,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.6
2026-05-30 19:18:08.034,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.5
2026-05-30 19:18:08.067,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.5
2026-05-30 19:18:08.102,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.2
2026-05-30 19:18:08.140,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,18.7
2026-05-30 19:18:08.177,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.3
2026-05-30 19:18:08.211,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.9
2026-05-30 19:18:08.242,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.6
2026-05-30 19:18:08.278,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.2
2026-05-30 19:18:08.313,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.9
2026-05-30 19:18:08.348,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.1
2026-05-30 19:18:08.383,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.2
2026-05-30 19:18:08.416,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.7
2026-05-30 19:18:08.450,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.3
2026-05-30 19:18:08.484,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.8
2026-05-30 19:18:08.540,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.3
2026-05-30 19:18:08.571,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.9
2026-05-30 19:18:08.606,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.7
2026-05-30 19:18:08.641,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.3
2026-05-30 19:18:08.675,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.5
2026-05-30 19:18:08.711,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.5
2026-05-30 19:18:08.746,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.1
2026-05-30 19:18:08.789,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,9.5
2026-05-30 19:18:08.825,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,15.4
2026-05-30 19:18:08.857,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.8
2026-05-30 19:18:08.890,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.1
2026-05-30 19:18:08.964,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,22.3
2026-05-30 19:18:09.003,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.6
2026-05-30 19:18:09.037,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.1
2026-05-30 19:18:09.070,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.2
2026-05-30 19:18:09.102,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.7
2026-05-30 19:18:09.135,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.3
2026-05-30 19:18:09.170,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.9
2026-05-30 19:18:09.200,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.8
2026-05-30 19:18:09.234,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.6
2026-05-30 19:18:09.269,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.8
2026-05-30 19:18:09.303,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.0
2026-05-30 19:18:09.345,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,17.6
2026-05-30 19:18:09.381,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.9
2026-05-30 19:18:09.415,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.8
2026-05-30 19:18:09.447,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.7
2026-05-30 19:18:09.479,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.8
2026-05-30 19:18:09.516,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,15.2
2026-05-30 19:18:09.550,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.4
2026-05-30 19:18:09.584,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.1
2026-05-30 19:18:09.613,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.0
2026-05-30 19:18:09.647,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.7
